run_name,cassette_name,region_name,panel_name,panel_design_id,predesigned_panel_id,region_area,total_cell_area,total_high_quality_decoded_transcripts,fraction_transcripts_decoded_q20,fraction_predesigned_transcripts_decoded_q20,fraction_custom_transcripts_decoded_q20,nuclear_transcripts_per_100um2,decoded_transcripts_per_100um2,adjusted_negative_control_probe_rate,adjusted_negative_control_codeword_rate,adjusted_genomic_control_probe_rate,negative_control_probe_counts_per_control_per_cell,genomic_control_probe_counts_per_control_per_cell,estimated_number_of_false_positive_transcripts_per_cell,estimated_number_of_false_positive_transcripts_per_cell_including_genomic_counts,num_cells_detected,fraction_empty_cells,cells_per_100um2,fraction_transcripts_assigned,median_genes_per_cell,median_predesigned_genes_per_cell,median_custom_genes_per_cell,median_transcripts_per_cell,median_predesigned_transcripts_per_cell,median_custom_transcripts_per_cell,thickness_transcripts_high_quality,stain_definition,segmented_cell_stain_frac,segmented_cell_boundary_frac,segmented_cell_interior_frac,segmented_cell_nuc_expansion_frac,segmented_cell_boundary_count,segmented_cell_interior_count,segmented_cell_nuc_expansion_count,fraction_of_ambiguous_nucleus_mask_pixels,fraction_of_ambiguous_cell_mask_pixels,fraction_of_nucleus_polygons_removed,fraction_of_cell_polygons_removed,fraction_of_nuclei_without_cell,number_of_cell_non_simple_polygons,number_of_cell_multi_polygons,number_of_nucleus_non_simple_polygons,number_of_nucleus_multi_polygons,segmented_cell_imported_frac,segmented_cell_imported_count
EXP-01954-01955_20260204,EXP-01955,TMA10765-002,mMulti_480g,TV46KD,,92612389.6807812,26906869.8943493,109908515,0.850155865432656,,,430.638579990863,363.790364261421,0.00533283639330035,0.000580919098594718,,0.00248878550841925,,1.19461704404124,,402827,0.001961139645555,0.434960161797438,0.890600696406461,65,,,185,,,7.81787059383413,xenium_cell_segmentation_stains_v1,0.976592929470964,0.338328860776462,0.638264068694502,0.023407070529036,136288,257110,9429,,,,,,,,,,,
EXP-01991-01992_02-25-2026,EXP-01991,TSS10546-002,mMulti_480g,TV46KD,,14561281.8884375,7452839.92303079,55020250,0.732992642956163,,,745.650981769535,721.060837948954,0.00150592836981523,0.00214186214825727,,0.000786200537539482,,0.377376258018951,,203892,1.96182292586666e-05,1.40023386376375,0.976722388575116,95,,,247,,,6.92483295123858,xenium_cell_segmentation_stains_v1,0.991765248268691,0.00830341553371393,0.983461832734977,0.00823475173130873,1693,200520,1679,,,,,,,,,,,
EXP-01991-01992_02-25-2026,EXP-01991,TSS10768-001,mMulti_480g,TV46KD,,85358523.6382812,28550732.4796449,153476280,0.848052303263494,,,572.214679297048,477.140770721461,0.00307000165327325,0.000551524754278529,,0.001743247105111,,0.83675861045328,,451399,0.00142446039977939,0.52882709395592,0.887610678340653,79,,,242,,,7.13817630297464,xenium_cell_segmentation_stains_v1,0.980547143436295,0.165676042702797,0.814871100733497,0.0194528565637053,74786,367832,8781,,,,,,,,,,,
EXP-01991-01992_02-25-2026,EXP-01991,TSS10768-002,mMulti_480g,TV46KD,,26852455.0945312,6824714.88226172,41440720,0.8526669916923,,,611.401218623164,546.057830149964,0.00580304814059651,0.000640141953917608,,0.00370692583662681,,1.77932440158087,,120693,0.000919688797196172,0.449467281762926,0.899281914020799,79,,,233,,,8.49049743404671,xenium_cell_segmentation_stains_v1,0.971531074710215,0.163323473606589,0.808207601103627,0.0284689252897848,19712,97545,3436,,,,,,,,,,,
EXP-01991-01992_02-25-2026,EXP-01992,TSS10769-001,mMulti_480g,TV46KD,,87899939.0632812,24213289.0981374,113474922,0.840345713020886,,,507.676283113481,419.66445197987,0.00409937518042009,0.000636045336531076,,0.00206036912810431,,0.988977181490069,,399807,0.00204098477515402,0.454843318733326,0.895480386406434,72,,,197,,,7.71896406598046,xenium_cell_segmentation_stains_v1,0.97795686418697,0.132001190574452,0.845955673612518,0.0220431358130298,52775,338219,8813,,,,,,,,,,,
EXP-01991-01992_02-25-2026,EXP-01992,TSS10769-002,mMulti_480g,TV46KD,,22008350.0303125,7531663.68245452,35597611,0.867526555283404,,,476.233750916756,431.570837074433,0.00631111084650019,0.000458021957068869,,0.00332540597085673,,1.59619486601123,,122361,0.00199409942710504,0.555975344955301,0.913108017276777,70,,,191,,,8.99056785642675,xenium_cell_segmentation_stains_v1,0.972507580029585,0.18274613643236,0.789761443597225,0.0274924199704154,22361,96636,3364,,,,,,,,,,,
EXP-01913-01914_01-23-2026,EXP-01914,TIS10546-002-002-030,mMulti_480g,TV46KD,,15018787.4476562,8060326.56992571,55850374,0.715145058809051,,,706.141617641649,681.470825325459,0.00177348798446899,0.00239788961550835,,0.000866759967627845,,0.416044784461366,,223649,0.000116253593800963,1.48912820545244,0.983498767617921,92,,,231,,,8.22425685170841,xenium_cell_segmentation_stains_v1,0.992465872863281,0.00880844537646044,0.983657427486821,0.0075341271367187,1970,219994,1685,,,,,,,,,,,
EXP-01913-01914_01-23-2026,EXP-01914,TIS10758-001-001,mMulti_480g,TV46KD,,25955602.8395312,6624138.30841849,23417791,0.869481197496222,,,347.99679174804,314.881030993749,0.00887766620786097,0.000368928653958358,,0.0033879884704437,,1.62623446581298,,105815,0.00206019940462132,0.407676911432934,0.890696949169971,55,,,120,,,8.87851082774462,xenium_cell_segmentation_stains_v1,0.966630439918726,0.342021452535085,0.624608987383641,0.0333695600812739,36191,66093,3531,,,,,,,,,,,
EXP-01913-01914_01-23-2026,EXP-01914,TMA10758-001,mMulti_480g,TV46KD,,84401267.086875,22416055.7425871,116817428,0.870303700362188,,,509.833034470893,448.75362621841,0.00236855763343736,0.000475478698055281,,0.00124069905088042,,0.595535544422601,,378456,0.00109127613249627,0.448400851151265,0.861111776917396,70,,,207,,,5.4288903610582,xenium_cell_segmentation_stains_v1,0.985026000380493,0.42473893926903,0.560287061111463,0.0149739996195066,160745,212044,5667,,,,,,,,,,,
EXP-02016-02017_20260319,EXP-02017,TSS10546-012,mMulti_480g,TV46KD,,14582459.2214062,6222848.78885207,399868,0.647556368147199,,,7.45301647322058,6.26798132551043,0.0596227055237069,0.000987525778803717,,0.000284616780594035,,0.136616054685137,,165310,0.227578488899643,1.13362223401478,0.97543939500035,2,,,2,,,6.62052459303241,xenium_cell_segmentation_stains_v1,0.97969269856633,3.02462041013853e-05,0.979662452362228,0.0203073014336701,5,161948,3357,,,,,,,,,,,
EXP-02016-02017_20260319,EXP-02017,TSS10933-001,mMulti_480g,TV46KD,,25512048.1682812,5765714.6683523,680563,0.639000491059985,,,10.9316896071082,9.86843839365021,0.0851073487358722,0.0014103937156573,,0.000775031915396618,,0.372015319390377,,126898,0.231556052892875,0.497404203547132,0.836051915840268,4,,,4,,,7.56925530715525,xenium_cell_segmentation_stains_v1,0.93185865813488,0.000945641381266844,0.930913016753613,0.06814134186512,120,118131,8647,,,,,,,,,,,
EXP-02016-02017_20260319,EXP-02017,TSS10934-002,mMulti_480g,TV46KD,,22448298.1170312,4600864.00106936,1730151,0.672837957815575,,,32.1367637514358,29.6186759635423,0.0476316829284472,0.00122542469587904,,0.00127628596177593,,0.612617261652445,,108518,0.0906854162443097,0.483413038415009,0.787627785089278,8,,,9,,,7.76154695925505,xenium_cell_segmentation_stains_v1,0.911968521351297,0.000930721170681362,0.911037800180615,0.0880314786487034,101,98864,9553,,,,,,,,,,,
EXP-02016-02017_20260319,EXP-02016,TSS10546-011,mMulti_480g,TV46KD,,12814480.4528125,6955523.87325996,368680,0.704681117841231,,,5.99419009482319,5.27885471591246,0.018632395706012,0.000929785465191181,,8.20806547280255e-05,,0.0393987142694522,,166909,0.231407533446369,1.30250305983624,0.995909732016925,2,,,2,,,6.66191230100335,xenium_cell_segmentation_stains_v1,0.992810453600465,1.19825773325585e-05,0.992798471023132,0.00718954639953508,2,165707,1200,,,,,,,,,,,
EXP-02016-02017_20260319,EXP-02016,TSS10934-001,mMulti_480g,TV46KD,,81597980.8595312,23746453.0215042,3699293,0.676656946552542,,,17.586585471328,13.3981525456405,0.0186973819613817,0.00116897463530314,,0.00030672475671999,,0.147227883225595,,388133,0.141358761043251,0.475664956303466,0.860052447859632,6,,,7,,,7.03928680014127,xenium_cell_segmentation_stains_v1,0.904906307889306,6.44109106929841e-05,0.904841896978613,0.095093692110694,25,351199,36909,,,,,,,,,,,
EXP-02007-02008,EXP-02007,TSS10546-009,mMulti_480g,TV46KD,,13256274.120625,6849860.05067446,42540178,0.79046431984602,,,618.45107203291,610.114581769959,0.000835562557828333,0.00142228563726706,,0.00035869364983289,,0.172172951919787,,189995,2.63164820126782e-05,1.43324585981813,0.982412320888737,80,,,202,,,8.32784257428147,xenium_cell_segmentation_stains_v1,0.99068396536751,0.0326377009921314,0.958046264375378,0.00931603463249033,6201,182024,1770,,,,,,,,,,,
EXP-02007-02008,EXP-02007,TSS10937-001,mMulti_480g,TV46KD,,32038431.5346875,11738737.2175109,32555683,0.89809841065158,,,259.629828016669,249.060188146876,0.0432536999180414,0.000286860882438173,,0.0134757490976657,,6.46835956687952,,187292,0.00174593682591884,0.584585421409353,0.89804661754447,54,,,103,,,7.54697877622022,xenium_cell_segmentation_stains_v1,0.976619396450462,0.238499241825599,0.738120154624864,0.0233806035495376,44669,138244,4379,,,,,,,,,,,
EXP-02007-02008,EXP-02007,TSS10938-003,mMulti_480g,TV46KD,,31167662.3425,11962991.7879949,34472938,0.883831653623719,,,277.198990045405,254.857969814842,0.032693499061896,0.000387989568686195,,0.00950819195628373,,4.56393213901619,,206422,0.00235440020928002,0.662295419308764,0.88442238372604,50,,,98,,,8.21660372183262,xenium_cell_segmentation_stains_v1,0.970792841848253,0.384750656422281,0.586042185425972,0.0292071581517474,79421,120972,6029,,,,,,,,,,,
