run_name,cassette_name,region_name,panel_name,panel_design_id,predesigned_panel_id,region_area,total_cell_area,total_high_quality_decoded_transcripts,fraction_transcripts_decoded_q20,fraction_predesigned_transcripts_decoded_q20,fraction_custom_transcripts_decoded_q20,nuclear_transcripts_per_100um2,decoded_transcripts_per_100um2,adjusted_negative_control_probe_rate,adjusted_negative_control_codeword_rate,adjusted_genomic_control_probe_rate,negative_control_probe_counts_per_control_per_cell,genomic_control_probe_counts_per_control_per_cell,estimated_number_of_false_positive_transcripts_per_cell,estimated_number_of_false_positive_transcripts_per_cell_including_genomic_counts,num_cells_detected,fraction_empty_cells,cells_per_100um2,fraction_transcripts_assigned,median_genes_per_cell,median_predesigned_genes_per_cell,median_custom_genes_per_cell,median_transcripts_per_cell,median_predesigned_transcripts_per_cell,median_custom_transcripts_per_cell,thickness_transcripts_high_quality,stain_definition,segmented_cell_stain_frac,segmented_cell_boundary_frac,segmented_cell_interior_frac,segmented_cell_nuc_expansion_frac,segmented_cell_boundary_count,segmented_cell_interior_count,segmented_cell_nuc_expansion_count,fraction_of_ambiguous_nucleus_mask_pixels,fraction_of_ambiguous_cell_mask_pixels,fraction_of_nucleus_polygons_removed,fraction_of_cell_polygons_removed,fraction_of_nuclei_without_cell,number_of_cell_non_simple_polygons,number_of_cell_multi_polygons,number_of_nucleus_non_simple_polygons,number_of_nucleus_multi_polygons,segmented_cell_imported_frac,segmented_cell_imported_count
EXP-01967-01968_021226,EXP-01968,TMA00322,mother_952g,YVWBTQ,ZEHF9H,59405655.4160937,18791675.1371194,63823796,0.955629548805726,0.954590759965798,0.95691450542405,282.297191776927,322.055407825005,0.00467511500707194,0.000169963659130204,0.00667986179684243,0.000543760221753373,0.000765388893084842,1.06141995286258,1.49403911930161,202387,0.00843927722630411,0.340686418797041,0.948229497349233,54,30,24,70,41,30,4.43314447316273,xenium_cell_segmentation_stains_v2,0.962764406804785,0.00801928977651727,0.954745117028268,0.0372355931952151,1623,193228,7536,,,,,,,,,,,
EXP-01952-01953_020526,EXP-01952,TIS10546-002-002-041,mMulti_480g,TV46KD,,13170875.8398437,7720144.83820245,57720320,0.712487435874635,,,749.319502629156,727.829764565442,0.00201914371678675,0.00225964258223336,,0.00103065697468069,,0.494715347846729,,216949,0.00194976699592997,1.64718734454772,0.973478871912006,95,,,242,,,7.54773895227977,xenium_cell_segmentation_stains_v1,0.988458116884613,0.075266537296784,0.913191579587829,0.0115418831153866,16329,198116,2504,,,,,,,,,,,
EXP-01952-01953_020526,EXP-01952,TIS10762-001-001,mMulti_480g,TV46KD,,16639107.6720312,4881881.19908251,39800968,0.847645063949538,,,794.907287303301,731.184896648213,0.00310682605670332,0.000527705343274611,,0.00227959185914967,,1.09420409239184,,91047,0.000329500148275041,0.547186795077006,0.896852006212512,90,,,310,,,7.11923396713073,xenium_cell_segmentation_stains_v1,0.976770239546608,0.32231704504267,0.654453194503938,0.0232297604533922,29346,59586,2115,,,,,,,,,,,
EXP-01952-01953_020526,EXP-01952,TMA10762-001,mMulti_480g,TV46KD,,94175092.0654687,29061362.218024,180461619,0.872193495149761,,,624.048597635335,542.091577876186,0.00261834435854431,0.000414453570807882,,0.00167050107319309,,0.801840515132684,,453786,0.000619234617198372,0.481853524161714,0.872978962911776,82,,,280,,,6.49600821674906,xenium_cell_segmentation_stains_v1,0.981330406843754,0.328002626788839,0.653327780054916,0.0186695931562455,148843,296471,8472,,,,,,,,,,,
EXP-01952-01953_020526,ExP-01953,TIS10546-002-002-040,mMulti_480g,TV46KD,,12292142.0785937,7109803.77432892,53789920,0.718238895371238,,,766.351764000144,742.782665685941,0.00195992227518855,0.0022111569799829,,0.00101144379223598,,0.48549302027327,,202730,0.00428648941942489,1.64926502397858,0.981789710785961,97,,,246,,,8.00053627172361,xenium_cell_segmentation_stains_v1,0.990267843930351,0.010935727322054,0.979332116608297,0.00973215606964929,2217,198540,1973,,,,,,,,,,,
EXP-01952-01953_020526,ExP-01953,TIS10763-001-001,mMulti_480g,TV46KD,,26249342.1685937,9000999.52266497,56411486,0.870680254394925,,,609.346060162032,553.867877389239,0.00374320361301386,0.000543499400797362,,0.00250338859347305,,1.20162652486706,,143865,0.000556076877628375,0.548070877647092,0.883749898026086,82,,,266,,,6.67627493973149,xenium_cell_segmentation_stains_v1,0.977583150870608,0.371257776387586,0.606325374483022,0.0224168491293921,53411,87229,3225,,,,,,,,,,,
EXP-01952-01953_020526,ExP-01953,TMA10763-001,mMulti_480g,TV46KD,,88593890.153125,27610643.6230206,147335313,0.862337088739434,,,540.349626080627,472.146429398368,0.00322460405706528,0.000434914937921194,,0.001808838193672,,0.868242332962561,,434229,0.00235359683484981,0.490134251074743,0.884802599903527,76,,,236,,,7.03047051327366,xenium_cell_segmentation_stains_v1,0.977744462023495,0.279223635455025,0.69852082656847,0.0222555379765055,121247,303318,9664,,,,,,,,,,,
EX-002024-002031_032626,EXP-02024,TSS04855-004,hother_1420g,abc123,,26402289.5482812,4366763.29054048,20402331,0.816752555332767,,,399.473230586443,393.802018929026,0.000190474447651662,0.000360082769135144,6.91063755652287e-05,2.15246729805707e-05,9.87936797731302e-06,0.0305650356324105,0.0140287025277845,96401,0.0026866941214303,0.365123637568302,0.842864572680445,78,,,132,,,7.4198122741662,xenium_cell_segmentation_stains_v2,0.975456686133961,0.183203493739691,0.79225319239427,0.0245433138660387,17661,76374,2366,,,,,,,,,,,
EX-002024-002031_032626,EXP-02024,TSS06404-004,hother_1420g,abc123,,21618027.5785937,3838779.19184393,17976703,0.84070600455084,,,420.487147774269,412.947507730591,8.8534371405546e-05,0.000170882550671911,2.74525182652856e-05,1.00113813598617e-05,3.01094176236443e-06,0.0142161615310037,0.00427553730255749,94892,0.00525860978796944,0.438948463984579,0.881815925868053,86,,,137,,,5.9767394738099,xenium_cell_segmentation_stains_v2,0.975519538001096,0.407125995868988,0.568393542132108,0.024480461998904,38633,53936,2323,,,,,,,,,,,
EX-002024-002031_032626,EXP-02024,TSS08944-005,hother_1420g,abc123,,19709812.3276562,6404476.986695,100995048,0.886143981328645,,,1515.34793711145,1489.91983573731,0.000158701175481513,0.000232199211225319,6.21330897079278e-05,0.000119769756051054,4.48320811562818e-05,0.170073053592497,0.0636615552419201,83911,0.000119173886617974,0.425732110509538,0.944814373473044,282,,,1098,,,6.44497462689957,xenium_cell_segmentation_stains_v2,0.965880516261277,0.769565372835504,0.196315143425773,0.0341194837387232,64575,16473,2863,,,,,,,,,,,
EX-002024-002031_032626,EXP-02031,TSS04855-005,hother_1420g,abc123,,30781491.2403125,4319465.41335487,19977634,0.818878021461326,,,391.861386513264,386.327251247493,0.000157471164582354,0.000338266554451609,0.000102334202193575,2.03282081608516e-05,1.25715573041754e-05,0.0288660555884092,0.017851611371929,94696,0.00231266368167615,0.307639416364542,0.835297713432932,78,,,133,,,6.7017713872967,xenium_cell_segmentation_stains_v2,0.977506969671369,0.196069527751964,0.781437441919405,0.0224930303286306,18567,73999,2130,,,,,,,,,,,
EX-002024-002031_032626,EXP-02031,TSS06404-005,hother_1420g,abc123,,25114403.1339062,3561407.4580256,16438237,0.835755045852995,,,415.241693592174,406.186407213841,8.10618450974977e-05,0.000175980864464928,3.43118921047609e-05,8.54554776961203e-06,3.25544676937601e-06,0.0121346778328491,0.00462273441251394,87765,0.00570842591010079,0.349460823464727,0.880018520234256,85,,,137,,,4.7583489559396,xenium_cell_segmentation_stains_v2,0.976004101862929,0.411884008431607,0.564120093431322,0.0239958981370706,36149,49510,2106,,,,,,,,,,,
EX-002024-002031_032626,EXP-02031,TSS08944-006,hother_1420g,abc123,,24038222.6309375,7798078.20665636,126104716,0.857166632018763,,,1510.69745014073,1518.69895199192,0.000157617542462243,0.000304302078113741,7.88297365865966e-05,0.000121109273924521,6.35417918509033e-05,0.171975168972819,0.0902293444282827,103419,0.000145041046616168,0.43022731583698,0.939134837748653,284,,,1111,,,5.50014125819066,xenium_cell_segmentation_stains_v2,0.97318674518222,0.741411152689544,0.231775592492675,0.0268132548177801,76676,23970,2773,,,,,,,,,,,
EXP-01977-01978_022626,EXP-01978,TSS00003,mother_952g,YVWBTQ,ZEHF9H,57227361.7176562,1945283.36467438,8,1.0,1.0,1.0,0.0,5.14063924135489e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12546,0.99992029332058,0.0219230794910631,0.125,1,1,0,1,1,0,,xenium_cell_segmentation_stains_v2,0.0705404112864658,0.00414474732982624,0.0663956639566396,0.929459588713534,52,833,11661,,,,,,,,,,,
EXP-01977-01978_022626,EXP-01978,TSS10546-006,mother_952g,YVWBTQ,ZEHF9H,13167535.1804687,4432108.67650621,16,0.842105263157895,0.9,0.777777777777778,0.000124387751549639,0.000112813118200465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74183,0.999932599113004,0.563378027727124,0.3125,1,1,0,1,1,0,,xenium_cell_segmentation_stains_v2,0.00107841419193077,6.74008869956729e-05,0.00101101330493509,0.998921585808069,5,75,74103,,,,,,,,,,,
EXP-02010-02011_03-13-2026,EXP-02010,TSS10738-008,hColon_785g,JAVCTQ,ZBB4M9,103972686.436094,60459393.2899293,412000498,0.908504396841738,0.908589338778564,0.908359054721722,548.423056684799,614.753547422564,0.000739375746322935,0.000656482130424007,0.00402663929721846,0.000220531833290718,0.00123330933865324,0.346234978266428,1.93629566168559,774378,0.000468763317139742,0.744789835238091,0.902125766362544,151,78,73,414,256,151,6.50074193508799,xenium_cell_segmentation_stains_v2,0.985344366704633,0.295762534576137,0.689581832128495,0.0146556332953674,229032,533997,11349,,,,,,,,,,,
EXP-02010-02011_03-13-2026,EXP-02010,TSS10738-009,hColon_785g,JAVCTQ,ZBB4M9,120040066.537031,36393269.18354,67404876,0.888412695469111,0.891300571009547,0.886183028537398,222.571488583962,146.323922512806,0.000853390261492837,0.000100766246761667,0.00688564488939649,8.04366938288129e-05,0.000710202332058018,0.126285609311236,1.11501766133109,381045,0.0117860095264339,0.317431513487583,0.790032741844967,61,31,31,104,45,57,8.80415497097659,xenium_cell_segmentation_stains_v2,0.970205618758939,0.180605965174717,0.789599653584222,0.0297943812410608,68819,300873,11353,,,,,,,,,,,
EXP-02010-02011_03-13-2026,EXP-02011,TSS09592-004,hColon_785g,JAVCTQ,ZBB4M9,74076520.8664062,48425809.0498407,66546256,0.957868996826447,0.975851803545619,0.951609662722606,130.461773621386,122.561890373198,0.0015596152759992,0.000581441894628687,0.00474704819736888,0.000198559595685739,0.000641547977808001,0.31173856522661,1.00723032515856,287697,0.000437960771228041,0.388378121211779,0.891884691454317,48,24,24,134,37,96,8.83103931131437,xenium_cell_segmentation_stains_v2,0.992742364362506,0.658091672836352,0.334650691526154,0.00725763563749361,189331,96278,2088,,,,,,,,,,,
EXP-02010-02011_03-13-2026,EXP-02011,TSS10738-010,hColon_785g,JAVCTQ,ZBB4M9,88434177.3285937,25970737.3123998,50743224,0.911797039758851,0.910582439276152,0.912866993606102,240.773392960683,159.212480195,0.0017808836328033,2.89369348329095e-05,0.0202030092038016,0.000115220114139926,0.00148029923427857,0.180895579199683,2.32406979781736,388821,0.00183117681400957,0.439672773293591,0.81486062060227,61,30,30,86,41,44,8.86855348871885,xenium_cell_segmentation_stains_v2,0.971259268403713,0.324455212038444,0.646804056365268,0.0287407315962872,126155,251491,11175,,,,,,,,,,,
EXP-01946-01947_013026,EXP-01947,TIS10544-004-001,mother_952g,YVWBTQ,ZEHF9H,86420173.2664062,44423133.0300162,416135142,0.662572033875981,0.666176821127101,0.658488210838985,834.199245250505,828.180639018439,0.00172971420222983,0.00206824201405809,0.00174415493125857,0.00113569756617081,0.00115750685610739,2.21688164916542,2.25945338312163,261029,0.00020304257381365,0.302046374282692,0.884096895137974,304,153,150,800,452,347,5.78217242499452,xenium_cell_segmentation_stains_v2,0.996199655976922,0.387642752337863,0.608556903639059,0.0038003440230779,101186,158851,992,,,,,,,,,,,
EXP-01946-01947_013026,EXP-01947,TIS10681-002-001,mother_952g,YVWBTQ,ZEHF9H,70294902.175625,34624368.2149557,256647355,0.849832440885283,0.852824338337418,0.846657040709956,804.510339343594,689.192488707784,0.00332468975490942,0.000207351549010749,0.00279857925797912,0.00271929886262125,0.00226691975244754,5.30807137983667,4.4250273567776,142169,0.00101991292053827,0.202246529406648,0.929791561654707,296,143,153,1159,602,556,6.53782896788119,xenium_cell_segmentation_stains_v2,0.992565186503387,0.643248528160147,0.349316658343239,0.00743481349661319,91450,49662,1057,,,,,,,,,,,
EXP-01913-01914_012026,EXP-01914,CP08944-001-016,hColon_785g,JAVCTQ,ZBB4M9,10970084.2590625,4982863.0860293,109370425,0.833870018642873,0.831824278614376,0.835471769160264,2028.07880051569,2068.17430502834,0.000301504485397893,0.000416607613845287,0.000323706034119581,0.000251297016861219,0.000267862177860486,0.394536316472114,0.420543619240963,70932,0.000112784074888572,0.646594851278397,0.942250100975652,343,157,185,1439,630,807,8.87323799250611,xenium_cell_segmentation_stains_v2,0.937151074268313,0.733463035019455,0.203688039248858,0.0628489257316867,52026,14448,4458,,,,,,,,,,,
EXP-01913-01914_012026,EXP-01914,TIS11578-005-003,hColon_785g,JAVCTQ,ZBB4M9,39291861.2323437,2710514.97760779,9058364,0.894379841421314,0.895650571667408,0.893013274929273,394.221972914905,287.552257205339,0.00584093818847754,9.87814115419712e-05,0.00614564924959776,0.000438076586094934,0.00052397395591747,0.687780240169046,0.822639110790428,38806,0.0392980466938102,0.0987634557969379,0.860436498246262,70,35,35,112,58,52,9.35168000666625,xenium_cell_segmentation_stains_v2,0.889965469257331,0.303071689944854,0.586893779312477,0.110034530742669,11761,22775,4270,,,,,,,,,,,
EXP-01913-01914_012026,EXP-01914,TIS11578-007-003,hColon_785g,JAVCTQ,ZBB4M9,84931658.7621875,32107008.2006092,158035988,0.864191428488591,0.864784042677253,0.863722825077122,493.017217887191,406.118923274595,0.00201617691830455,0.000164649283518354,0.00218401969144215,0.000333814814666416,0.000358415963619969,0.524089259026272,0.562713062883351,499154,0.00380243371785061,0.587712529432227,0.825081917417443,116,56,60,203,93,108,9.37142659387951,xenium_cell_segmentation_stains_v2,0.967338737143246,0.16539785316756,0.801940883975687,0.0326612628567536,82559,400292,16303,,,,,,,,,,,
EXP-01913-01914_012026,EXP-01913,CP08944-001-015,hColon_785g,JAVCTQ,ZBB4M9,14026848.7739062,5923215.24875692,144274683,0.81179453654859,0.808953238167258,0.814001553150807,2245.36161129701,2252.39503203938,0.000347185558481357,0.000546979329442593,0.000286260943255581,0.000320071545404267,0.000261683143739133,0.502512326284699,0.410842535670438,84981,0.000164742707193355,0.605845271235032,0.924723612111489,355,162,192,1530,667,862,9.83618767820771,xenium_cell_segmentation_stains_v2,0.907343994539956,0.656735034890152,0.250608959649804,0.092656005460044,55810,21297,7874,,,,,,,,,,,
EXP-01913-01914_012026,EXP-01913,TIS11578-001-003,hColon_785g,JAVCTQ,ZBB4M9,49733305.4721875,14900069.4075767,58072205,0.90334357431251,0.903619191215889,0.903145655651584,462.304230956257,331.346825638912,0.00182811052770152,9.52316294127713e-05,0.00181594184523346,0.000243560694697311,0.000255743145825503,0.382390290674779,0.401516738946039,175213,0.00207747142049963,0.352305157150644,0.850164153401787,104,50,54,209,90,117,9.42320589579902,xenium_cell_segmentation_stains_v2,0.962805271298363,0.279174490477305,0.683630780821058,0.0371947287016374,48915,119781,6517,,,,,,,,,,,
EXP-01913-01914_012026,EXP-01913,TIS11578-003-003,hColon_785g,JAVCTQ,ZBB4M9,82688483.11875,24340550.5688507,154062134,0.90865862529274,0.908865418221796,0.908513766919548,565.064646073679,513.780206599103,0.00143469853462426,0.000187214344651964,0.00151455941281408,0.000273639249286629,0.000300609230667039,0.429613621380007,0.471956492147251,392853,0.00210256762707683,0.475100020199692,0.811730486610032,109,53,56,224,95,125,8.6013993149247,xenium_cell_segmentation_stains_v2,0.976021565318325,0.375909055040944,0.600112510277381,0.0239784346816748,147677,235756,9420,,,,,,,,,,,
EXP-01921-01922_011526,EXP-09121,TIS10736-002-005,hLymph Node_471g,8PXRN6,,94559178.4390625,36435197.0341245,100405896,0.881929588680512,,,288.951730623186,242.92033309743,0.00088653596833347,0.000230888463720872,,0.000190741818559006,,0.0898393965412919,,867665,0.000189013040747255,0.917589402026326,0.88150701827311,50,,,87,,,4.91526679114332,xenium_cell_segmentation_stains_v1,0.990686497669031,0.447192176704143,0.543494320964888,0.00931350233096875,388013,471571,8081,,,,,,,,,,,
EXP-01921-01922_011526,EXP-09121,TIS10739-002-005,hLymph Node_471g,8PXRN6,,23626462.926875,10233279.0853643,20301192,0.896179150437617,,,216.300098807774,181.412065918841,0.000717079704031086,0.000131288298099263,,0.000113906877927663,,0.0536501395039291,,234402,0.000170647008131297,0.99211634312544,0.914448915117891,39,,,64,,,5.47701307047176,xenium_cell_segmentation_stains_v1,0.995708227745497,0.38384911391541,0.611859113830087,0.00429177225450295,89975,143421,1006,,,,,,,,,,,
EXP-01921-01922_011526,EXP-09122,CP08944-001-014,hLymph Node_471g,8PXRN6,,7493797.40984375,2295420.01785275,20035649,0.745924076733388,,,934.654596460902,828.964801735934,0.00164653706834243,0.00119511799311345,,0.00213624141021811,,1.00616970421273,,30123,0.000165986123560113,0.401972436036646,0.949718374483402,131,,,624,,,6.05966627906714,xenium_cell_segmentation_stains_v1,0.980646017992896,0.823656342329781,0.156989675663115,0.0193539820071042,24811,4729,583,,,,,,,,,,,
EXP-01921-01922_011526,EXP-09122,TIS10737-002-005,hLymph Node_471g,8PXRN6,,50698847.6084375,15194730.2960851,39233337,0.887043419218798,,,256.682559588494,225.692034881564,0.000947956389456598,0.000108627593790582,,0.000188698775765986,,0.0888771233857792,,357448,0.000428034287504708,0.705041666352417,0.874085627740511,44,,,78,,,5.31096830090132,xenium_cell_segmentation_stains_v1,0.991305028983237,0.527648776885029,0.463656252098207,0.00869497101676328,188607,165733,3108,,,,,,,,,,,
EXP-01921-01922_011526,EXP-09122,TIS10738-010-007,hLymph Node_471g,8PXRN6,,94594603.5171875,29733373.6263236,73396585,0.889631895374033,,,263.964783626658,221.945433536597,0.00101410430815585,0.00012242284124574,,0.000173651989639746,,0.0817900871203202,,798436,0.000192877074680964,0.844060834670053,0.899113562299935,44,,,78,,,4.867623634951,xenium_cell_segmentation_stains_v1,0.988075437480274,0.574922723925274,0.413152713555,0.0119245625197261,459039,329876,9521,,,,,,,,,,,
EXP-01946-01947_013026,EXP-01946,TIS10543-004-001-002,mother_952g,YVWBTQ,ZEHF9H,79426046.6964062,41809446.738267,425612195,0.680962413850943,0.681764826527784,0.680112608467879,933.415922228698,918.255688489203,0.00146882870151737,0.00195075390250052,0.00148983501548074,0.000866505694936124,0.000890826291010992,1.69141911651531,1.73889292005346,311856,8.978502898771e-05,0.392636940866541,0.902036237472002,296,150,146,741,413,327,5.98756945744169,xenium_cell_segmentation_stains_v2,0.994699476681545,0.348949515160843,0.645749961520702,0.00530052331845467,108822,201381,1653,,,,,,,,,,,
EXP-01946-01947_013026,EXP-01946,TIS10546-002-002-039,mother_952g,YVWBTQ,ZEHF9H,10106706.8740625,4559239.78112094,23642416,0.730798794280483,0.732500094961167,0.727983223765817,504.053192734167,507.54268498488,0.00102280927871534,0.00122890355915429,0.00210212064410755,7.77721328702963e-05,0.000162719153038523,0.151811203362818,0.317627786731198,143689,0.0314985837468421,1.42171927800497,0.978753102051838,100,58,42,142,89,52,5.06038538467048,xenium_cell_segmentation_stains_v2,0.984640438725303,0.0162364551218256,0.968403983603477,0.0153595612746974,2333,139149,2207,,,,,,,,,,,
EXP-01946-01947_013026,EXP-01946,TIS10680-002-001,mother_952g,YVWBTQ,ZEHF9H,78181764.7826562,40456415.836497,221591052,0.861297916742493,0.863265161084851,0.859286759101039,642.401370960339,504.158623008806,0.00384852703966085,0.000144875479613251,0.00342221036267299,0.00227589485557701,0.00203042316324743,4.44254675808633,3.96338601465898,169329,0.000596471956959554,0.216583752580581,0.920454626480134,242,117,124,833,425,407,6.72641326084651,xenium_cell_segmentation_stains_v2,0.990798977139179,0.619952872809737,0.370846104329441,0.00920102286082124,104976,62795,1558,,,,,,,,,,,
EXP-01939-01940_1-30-2026,EXP-01939,TIS11578-017-003,hColon_785g,JAVCTQ,ZBB4M9,66728453.4225,13885324.5329299,59551754,0.90431106631246,0.904617376609346,0.904075784200579,428.18473093949,327.053472119442,0.00161296307464871,6.12701532057062e-05,0.00144878484593315,0.000216524791940169,0.000220923460063064,0.339943923346065,0.34684983229901,168341,0.00445524263251373,0.252277688700691,0.762570922764089,95,46,48,197,88,107,6.98010732994238,xenium_cell_segmentation_stains_v2,0.982761181173927,0.251192519944636,0.731568661229291,0.0172388188260733,42286,123153,2902,,,,,,,,,,,
EXP-01989-01990_022626,EXP-01989,TIS10546-002-002-036,mother_952g,YVWBTQ,ZEHF9H,14913432.2267187,7628025.49782736,69669845,0.728949356374057,0.730376539825741,0.726578722335818,858.209900111689,881.655364407935,0.000772867606850433,0.00125414282740903,0.00118622514732457,0.000114925867638532,0.000179463817333444,0.224335293630415,0.350313371434882,217314,1.84065453675553e-05,1.45716959514298,0.965308534847465,165,92,72,272,171,100,4.42260568776573,xenium_cell_segmentation_stains_v2,0.993092943850833,0.00882593850373193,0.984267005347101,0.00690705614916664,1918,213895,1501,,,,,,,,,,,
EXP-01989-01990_022626,EXP-01989,TMA00328,mother_952g,YVWBTQ,ZEHF9H,86348803.4520312,33000117.2606845,191573661,0.903716824704411,0.900726127526501,0.907234760390282,489.597910492526,550.038727335829,0.00135534330227824,9.0422878616725e-05,0.00164002042999929,0.000467308383592283,0.000525317767798896,0.912185964772137,1.02542028274344,250370,0.00828773415345285,0.289951904358566,0.947486330075406,216,107,108,426,240,184,3.81468141011304,xenium_cell_segmentation_stains_v2,0.972388864480569,0.0200343491632384,0.95235451531733,0.0276111355194312,5016,238441,6913,,,,,,,,,,,
EXP-01931-01932_012326,EXP-01931,CP08944-001-021,hColon_785g,JAVCTQ,ZBB4M9,14481194.3890625,5406438.66077968,124721702,0.773097254604973,0.76919712119518,0.77610169142416,2243.7396347694,2136.49670785948,0.000878445716884417,0.00132066334734576,0.000588429561460548,0.000731786362457869,0.000496931985135252,1.14890458905885,0.780183216662346,77140,0.000350012963443058,0.532690867393252,0.92612899076698,332,152,180,1399,604,792,13.0467271794419,xenium_cell_segmentation_stains_v2,0.927793621985999,0.671052631578947,0.256740990407052,0.0722063780140005,51765,19805,5570,,,,,,,,,,,
EXP-01931-01932_012326,EXP-01931,TIS11578-009-003,hColon_785g,JAVCTQ,ZBB4M9,87129355.8754687,5331946.65026319,24172553,0.85929601974672,0.861822170410592,0.85660893159576,476.667927489408,342.602827788952,0.00471418489708751,0.000321715396849388,0.00581605616773995,0.00034328774769746,0.000423959703892721,0.538961763885012,0.665616735111572,71660,0.0232905386547586,0.0822455293970282,0.75570834408761,88,44,44,159,83,72,9.1481039712605,xenium_cell_segmentation_stains_v2,0.901507116941111,0.311903432877477,0.589603684063634,0.0984928830588892,22351,42251,7058,,,,,,,,,,,
EXP-01931-01932_012326,EXP-01931,TIS11578-011-003,hColon_785g,JAVCTQ,ZBB4M9,70287062.5990625,21553224.1750172,100729994,0.900044523301125,0.898998274190774,0.900792021626554,439.855764900369,367.437049589064,0.00362462179927021,0.000110937985970796,0.00285535616335883,0.000414469269076675,0.000356054873597091,0.65071675245038,0.559006151547433,347191,0.00400644025910812,0.493961459138614,0.786206052985569,80,39,41,153,65,84,7.98538456576847,xenium_cell_segmentation_stains_v2,0.969204270848035,0.436725030314726,0.532479240533309,0.0307957291519653,151627,184872,10692,,,,,,,,,,,
EXP-01931-01932_012326,EXP-01932,CP08944-001-022,hColon_785g,JAVCTQ,ZBB4M9,10573117.923125,3458826.22695826,88095635,0.766603060695589,0.762516905473655,0.76969786176993,2499.99387692413,2400.53658529756,0.000716699936043734,0.00117689828063469,0.00046502926725787,0.000700662746971932,0.00045805619943945,1.10004051274593,0.719148233119936,48133,0.000166206137161562,0.455239413292893,0.942502872020844,370,171,199,1732,741,989,8.24820727144306,xenium_cell_segmentation_stains_v2,0.959798890574034,0.72821141420647,0.231587476367565,0.0402011094259656,35051,11147,1935,,,,,,,,,,,
EXP-01931-01932_012326,EXP-01932,TIS11578-013-003,hColon_785g,JAVCTQ,ZBB4M9,66351965.8975,16577265.208926,109254255,0.841219222200116,0.840701591795211,0.841604334898076,655.809454626413,456.931448253686,0.00084511543426527,0.00028688063206898,0.000614758625577176,0.000183039334359686,0.000138227365548704,0.287371754944706,0.217016963911465,170182,0.00131036184790401,0.256483734427546,0.693306983787496,139,67,71,361,162,195,7.70403052124947,xenium_cell_segmentation_stains_v2,0.96148241294614,0.0497819980961559,0.911700414849984,0.03851758705386,8472,155155,6555,,,,,,,,,,,
EXP-01931-01932_012326,EXP-01932,TIS11578-015-003,hColon_785g,JAVCTQ,ZBB4M9,78118847.3151562,20456513.2980202,108649032,0.869870441791238,0.869966892498201,0.869796797507471,674.16958550233,418.137596343354,0.000932071255099953,0.000163893582028013,0.00104206724172666,0.000176484163940213,0.000217211278695646,0.277080137386134,0.341021707552165,220983,0.00238932406565207,0.282880518075855,0.78727229709695,131,63,67,309,137,169,7.498933078442,xenium_cell_segmentation_stains_v2,0.975088581474593,0.177715027852821,0.797373553621772,0.0249114185254069,39272,176206,5505,,,,,,,,,,,
EXP-01989-01990_022626,EXP-01990,TIS10546-002-002-037,mother_952g,YVWBTQ,ZEHF9H,15359505.939375,7546024.00266328,66694666,0.723404119622431,0.725181912436186,0.72043896512114,831.777751753264,847.867525698552,0.000814071205281016,0.00132952745731736,0.00121033867028553,0.00012027668317156,0.000179846735815174,0.234780085550886,0.351060828311219,213674,9.82805582335766e-05,1.3911515177857,0.959301408001653,160,90,70,264,166,97,4.39781772236831,xenium_cell_segmentation_stains_v2,0.993438602731263,0.0378286548667596,0.955609947864504,0.00656139726873649,8083,204189,1402,,,,,,,,,,,
EXP-01989-01990_022626,EXP-01990,TMA00330,mother_952g,YVWBTQ,ZEHF9H,135120929.83,48148216.9986706,528925711,0.804757473916813,0.803341221754347,0.806433819789868,888.107934214506,946.831273134344,0.000652616063198876,0.000713586848165626,0.00150897342478573,0.000355744921138076,0.000642164438830293,0.694414086061524,1.25350498459673,389605,0.00446862848269403,0.288338009877652,0.861902468568029,342,161,180,945,516,424,3.59782330193582,xenium_cell_segmentation_stains_v2,0.97130940311341,0.150647450623067,0.820661952490343,0.0286905968865903,58693,319734,11178,,,,,,,,,,,
EXP-01979-01980_02-18-2026,EXP-01979,TMA10761-002,mMulti_480g,TV46KD,,103764709.07625,34894363.17835,188983095,0.858705149004464,,,569.280043202607,483.220144004855,0.00331717846259825,0.000550378322422936,,0.00201526995091801,,0.967329576440647,,550100,0.00210688965642614,0.530141707038148,0.892231085537042,77,,,231,,,8.3835607210484,xenium_cell_segmentation_stains_v1,0.982512270496273,0.223466642428649,0.759045628067624,0.0174877295037266,122929,417551,9620,,,,,,,,,,,
EXP-01979-01980_02-18-2026,EXP-01979,TMA10761-003,mMulti_480g,TV46KD,,24049587.285,6616234.60969409,33109298,0.883419458106326,,,476.671562625261,437.870582121626,0.00506388756973829,0.000335886056215012,,0.00260339211911648,,1.24962821717591,,109607,0.00155099583055829,0.455754182810294,0.874997259078099,70,,,195,,,5.19238332925438,xenium_cell_segmentation_stains_v1,0.978924703714179,0.272637696497486,0.706287007216692,0.0210752962858212,29883,77414,2310,,,,,,,,,,,
