run_name,cassette_name,region_name,panel_name,panel_design_id,predesigned_panel_id,region_area,total_cell_area,total_high_quality_decoded_transcripts,fraction_transcripts_decoded_q20,fraction_predesigned_transcripts_decoded_q20,fraction_custom_transcripts_decoded_q20,nuclear_transcripts_per_100um2,decoded_transcripts_per_100um2,adjusted_negative_control_probe_rate,adjusted_negative_control_codeword_rate,adjusted_genomic_control_probe_rate,negative_control_probe_counts_per_control_per_cell,genomic_control_probe_counts_per_control_per_cell,estimated_number_of_false_positive_transcripts_per_cell,estimated_number_of_false_positive_transcripts_per_cell_including_genomic_counts,num_cells_detected,fraction_empty_cells,cells_per_100um2,fraction_transcripts_assigned,median_genes_per_cell,median_predesigned_genes_per_cell,median_custom_genes_per_cell,median_transcripts_per_cell,median_predesigned_transcripts_per_cell,median_custom_transcripts_per_cell,thickness_transcripts_high_quality,stain_definition,segmented_cell_stain_frac,segmented_cell_boundary_frac,segmented_cell_interior_frac,segmented_cell_nuc_expansion_frac,segmented_cell_boundary_count,segmented_cell_interior_count,segmented_cell_nuc_expansion_count,fraction_of_ambiguous_nucleus_mask_pixels,fraction_of_ambiguous_cell_mask_pixels,fraction_of_nucleus_polygons_removed,fraction_of_cell_polygons_removed,fraction_of_nuclei_without_cell,number_of_cell_non_simple_polygons,number_of_cell_multi_polygons,number_of_nucleus_non_simple_polygons,number_of_nucleus_multi_polygons,segmented_cell_imported_frac,segmented_cell_imported_count
EXP-02078-02093-043026,EXP-02093,TSS10934-005,mMulti_480g,TV46KD,,22432018.2503125,7072945.16455349,26550690,0.806743201261003,,,371.722156357622,340.076551427901,0.028069223022315,0.0018558549091107,,0.0100521281794699,,4.82502152614554,,128913,0.0014350763693343,0.574683020321652,0.90594361201159,63,,,135,,,8.03894188109658,xenium_cell_segmentation_stains_v1,0.948531179943062,0.275395033860045,0.673136146083017,0.0514688200569376,35502,86776,6635,,,,,,,,,,,
EXP-02078-02093-043026,EXP-02078,TSS10934-003,mMulti_480g,TV46KD,,97249035.1467187,32722071.6149667,163420560,0.841239427127076,,,521.388060655425,439.689521167704,0.00485435351913,0.0007441863382432,,0.0028052910270092,,1.34653969296445,,487240,0.0010774977423856,0.501022965693084,0.880400360884824,72,,,214,,,8.17350186282151,xenium_cell_segmentation_stains_v1,0.983888843280519,0.37824480748707,0.605644035793449,0.0161111567194812,184296,295094,7850,,,,,,,,,,,
EXP-02078-02093-043026,EXP-02093,TSS12314-001,mMulti_480g,TV46KD,,26523043.6375,6508743.90063603,3768715,0.928672600041299,,,46.5312819750219,49.7330060825359,0.17396732180964,0.0004450231933829,,0.0090952318488883,,4.36571128746639,,121976,0.0200859185413524,0.459886888047579,0.858911857224545,13,,,14,,,6.07578087106076,xenium_cell_segmentation_stains_v1,0.744154587787762,0.0994048009444481,0.644749786843313,0.255845412212238,12125,78644,31207,,,,,,,,,,,
EXP-02078-02093-043026,EXP-02093,TSS10933-004,mMulti_480g,TV46KD,,28565373.4025,10097387.1712128,44951342,0.8114610697514,,,437.910447003154,400.653172093242,0.0273797963722636,0.0009842688913372,,0.0129244473256142,,6.20373471629482,,166599,0.0017587140378994,0.583220102368483,0.899984298577782,72,,,171,,,8.81282099033337,xenium_cell_segmentation_stains_v1,0.970179893036573,0.413243776973451,0.556936116063122,0.0298201069634272,68846,92785,4968,,,,,,,,,,,
EXP-02078-02093-043026,EXP-02093,TSS10546-032,mMulti_480g,TV46KD,,14570102.800625,6811606.6545984,50819808,0.751274132924815,,,755.476148305493,732.096413205763,0.0018148490060381,0.0018630755984236,,0.0010013214000177,,0.480634272008528,,180112,0.0001388025228746,1.23617521759883,0.981261637194694,99,,,261,,,7.56789133959018,xenium_cell_segmentation_stains_v1,0.994914275561873,0.0620336235231412,0.932880652038731,0.0050857244381273,11173,168023,916,,,,,,,,,,,
EXP-02078-02093-043026,EXP-02078,TSS10546-027,mMulti_480g,TV46KD,,16755679.4345312,7051164.67876288,52137524,0.730784487167045,,,749.919637456459,720.036962871044,0.0017487992872569,0.00225063200314,,0.0009991484530229,,0.479591257451036,,176150,2.27079193868551e-05,1.05128533097248,0.973789856227158,100,,,272,,,8.05400223289713,xenium_cell_segmentation_stains_v1,0.992818620493897,0.0816236162361624,0.911195004257735,0.0071813795061027,14378,160507,1265,,,,,,,,,,,
